Identifier	WellID	DrugX	DrugXConc	ABX	ABXConc	Strain	Replicate	PlateNumber	plate	row	col	control	AUC_scaled	AUC_shifted	normAUC_scaled	normAUC_shifted	normAUC	category	median	ABXnormAUC
108	2112	DMSO control	0	MGAM	0	NT5001	R2	2	2	1	12	TRUE	5.45961172984296	5.464543628424571	1.031172787037424	1.0342002643023616	1.031172787037424	medium	NA	NA
109	2201	Dicumarol	320	Erythromycin	0.625	NT5001	R2	2	2	2	01	FALSE	0.035268735380651	0.035236875637759714	0.006661308891062366	0.006668806871300755	0.006668806871300755	test	0.01619991823067287	-0.009531111359372115
11	1111	DMSO control	0	MGAM	0	NT5001	R1	1	1	1	11	TRUE	4.855150816275119	4.827951091814194	1.0138519716340804	1.009964936404104	1.009964936404104	medium	NA	NA
110	2202	Dicumarol	160	Erythromycin	0.625	NT5001	R2	2	2	2	02	FALSE	0.048568643582733856	0.04878801414995488	0.009173301334246263	0.00923344757761909	0.00923344757761909	test	0.01619991823067287	-0.00696647065305378
111	2203	Dicumarol	80	Erythromycin	0.625	NT5001	R2	2	2	2	03	FALSE	0.18486931823550679	0.18436831737307996	0.03491680719355831	0.03489289783769047	0.03491680719355831	test	0.01619991823067287	0.01871688896288544
112	2204	Dicumarol	40	Erythromycin	0.625	NT5001	R2	2	2	2	04	FALSE	2.1739654731277165	2.168073967780487	0.4106031979517197	0.4103220365635698	0.4106031979517197	test	0.01619991823067287	0.39440327972104683
113	2205	Dicumarol	20	Erythromycin	0.625	NT5001	R2	2	2	2	05	FALSE	3.193009690174502	3.1901253092439017	0.6030730506452058	0.6037518706624114	0.6037518706624114	test	0.01619991823067287	0.5875519524317385
114	2206	Dicumarol	10	Erythromycin	0.625	NT5001	R2	2	2	2	06	FALSE	1.5547538901098896	1.533686764227642	0.29365090071487676	0.290260150668528	0.29365090071487676	test	0.01619991823067287	0.2774509824842039
115	2207	Dicumarol	5	Erythromycin	0.625	NT5001	R2	2	2	2	07	FALSE	0.2240324293107862	0.22140151550677517	0.04231365817763254	0.041901670372437555	0.04231365817763254	test	0.01619991823067287	0.026113739946959667
116	2208	Dicumarol	2.5	Erythromycin	0.625	NT5001	R2	2	2	2	08	FALSE	0.06034455850091413	0.059635905149051545	0.011397452722104169	0.011286481188702801	0.011397452722104169	test	0.01619991823067287	-0.004802465508568702
117	2209	DMSO control	0	MGAM	0	NT5001	R2	2	2	2	09	TRUE	5.251534302893309	5.2467903694670275	0.9918725966787555	0.9929890501041289	0.9929890501041289	medium	NA	NA
118	2210	DMSO control	0	MGAM	0	NT5001	R2	2	2	2	10	TRUE	5.295472541968296	5.2811216678708215	1.000171340011878	0.9994864706203382	1.000171340011878	medium	NA	NA
119	2211	DMSO control	0	MGAM	0	NT5001	R2	2	2	2	11	TRUE	5.404578796295992	5.360639131285456	1.0207785564084806	1.014535665442812	1.014535665442812	medium	NA	NA
12	1112	DMSO control	0	MGAM	0	NT5001	R1	1	1	1	12	TRUE	4.665459070482919	4.717733121692812	0.9742405655724083	0.9869083057408462	0.9869083057408462	medium	NA	NA
120	2212	DMSO control	0	MGAM	0	NT5001	R2	2	2	2	12	TRUE	4.843150189245097	4.908775530562782	0.9147398983312583	0.9290175532137886	0.9290175532137886	medium	NA	NA
129	2309	DMSO control	0	MGAM	0	NT5001	R2	2	2	3	09	TRUE	5.176733741741441	5.190762830472448	0.977744796583866	0.9823854755741346	0.9823854755741346	medium	NA	NA
13	1201	Dicumarol	320	Erythromycin	0.625	NT5001	R1	1	1	2	01	FALSE	0.03232096952631582	0.032683109240896395	0.006749260716996742	0.006837019207161567	0.006837019207161567	test	0.09893401904513033	-0.09209699983796876
130	2310	DMSO control	0	MGAM	0	NT5001	R2	2	2	3	10	TRUE	5.313035460216997	5.308235970189701	1.0034884995930309	1.00461802789782	1.0034884995930309	medium	NA	NA
131	2311	DMSO control	0	MGAM	0	NT5001	R2	2	2	3	11	TRUE	5.247462429301444	5.252202684431797	0.9911035300403284	0.9940133657556568	0.9940133657556568	medium	NA	NA
132	2312	DMSO control	0	MGAM	0	NT5001	R2	2	2	3	12	TRUE	4.743755521648576	4.8166045224327005	0.8959669376384818	0.9115735931229023	0.9115735931229023	medium	NA	NA
133	2401	Erythromycin control	0	Erythromycin	0.625	NT5001	R2	2	2	4	01	FALSE	0.0936600887872728	0.09306783890334244	0.017689854071678224	0.01761369112165648	0.017689854071678224	Erythromycin only	0.01619991823067287	0.0014899358410053534
134	2402	Erythromycin control	0	Erythromycin	0.625	NT5001	R2	2	2	4	02	FALSE	0.09802933061070729	0.09758656037307989	0.018515085515094624	0.01846888841828023	0.018515085515094624	Erythromycin only	0.01619991823067287	0.0023151672844217534
135	2403	Erythromycin control	0	Erythromycin	0.625	NT5001	R2	2	2	4	03	FALSE	0.07729242030272733	0.07680366967750685	0.014598444798697041	0.014535591786055268	0.014598444798697041	Erythromycin only	0.01619991823067287	-0.0016014734319758292
136	2404	Erythromycin control	0	Erythromycin	0.625	NT5001	R2	2	2	4	04	FALSE	0.07118511982937963	0.07047776994850956	0.01344494115008537	0.013338374302485582	0.01344494115008537	Erythromycin only	0.01619991823067287	-0.0027549770805875007
137	2405	Erythromycin control	0	Erythromycin	0.625	NT5001	R2	2	2	4	05	FALSE	0.08943860827189788	0.08854987774706423	0.016892530737370612	0.01675863771927788	0.016892530737370612	Erythromycin only	0.01619991823067287	6.926125066977415e-4
138	2406	Erythromycin control	0	Erythromycin	0.625	NT5001	R2	2	2	4	06	FALSE	0.08697865640036181	0.08674294188437168	0.016427912454446903	0.016416663407451806	0.016427912454446903	Erythromycin only	0.01619991823067287	2.2799422377403275e-4
139	2407	Erythromycin control	0	Erythromycin	0.625	NT5001	R2	2	2	4	07	FALSE	0.06023368187317524	0.05963515386901542	0.011376511130119182	0.011286339004091466	0.011376511130119182	Erythromycin only	0.01619991823067287	-0.004823407100553689
14	1202	Dicumarol	160	Erythromycin	0.625	NT5001	R1	1	1	2	02	FALSE	0.048764182456301805	0.04949268564892629	0.010182930335081913	0.010353434855344195	0.010353434855344195	test	0.09893401904513033	-0.08858058418978614
140	2408	Erythromycin control	0	Erythromycin	0.625	NT5001	R2	2	2	4	08	FALSE	0.08456439575636371	0.08402966154652221	0.01597192400689884	0.015903157535171065	0.01597192400689884	Erythromycin only	0.01619991823067287	-2.2799422377402928e-4
141	2409	DMSO control	0	MGAM	0	NT5001	R2	2	2	4	09	TRUE	5.251539086509074	5.227819397771454	0.9918735001742135	0.989398670874731	0.9918735001742135	medium	NA	NA
142	2410	DMSO control	0	MGAM	0	NT5001	R2	2	2	4	10	TRUE	5.266377885191546	5.2901645965067745	0.9946761473496625	1.0011979034171639	1.0011979034171639	medium	NA	NA
143	2411	DMSO control	0	MGAM	0	NT5001	R2	2	2	4	11	TRUE	5.359674917117117	5.374199781391146	1.0122974298132377	1.0171021062797863	1.0122974298132377	medium	NA	NA
144	2412	DMSO control	0	MGAM	0	NT5001	R2	2	2	4	12	TRUE	5.3344254939936935	5.348881931646793	1.0075284976434005	1.0123105392839662	1.0075284976434005	medium	NA	NA
145	2501	Iopanoic acid	640	Doxycycline	0.078	NT5001	R2	2	2	5	01	FALSE	0.06273396415412193	0.06324399638301723	0.011848746735067273	0.011969335816925455	0.011969335816925455	test	0.24916623972189386	-0.2371969039049684
146	2502	Iopanoic acid	320	Doxycycline	0.078	NT5001	R2	2	2	5	02	FALSE	0.04250427215099436	0.0424658762411922	0.008027905818899455	0.008036942042886384	0.008036942042886384	test	0.24916623972189386	-0.24112929767900748
147	2503	Iopanoic acid	160	Doxycycline	0.078	NT5001	R2	2	2	5	03	FALSE	1.6682833251811586	1.6637622321589876	0.31509353615602237	0.3148777752061208	0.31509353615602237	test	0.24916623972189386	0.06592729643412851
148	2504	Iopanoic acid	80	Doxycycline	0.078	NT5001	R2	2	2	5	04	FALSE	3.0094245395374086	2.979520591990063	0.5683987879304501	0.563893564268024	0.5683987879304501	test	0.24916623972189386	0.3192325482085562
149	2505	Iopanoic acid	40	Doxycycline	0.078	NT5001	R2	2	2	5	05	FALSE	2.89679770543315	2.857545704004517	0.547126629365828	0.5408090269359886	0.547126629365828	test	0.24916623972189386	0.2979603896439341
15	1203	Dicumarol	80	Erythromycin	0.625	NT5001	R1	1	1	2	03	FALSE	0.09495353701290328	0.0961947597189543	0.019828185437917922	0.02012309829457169	0.02012309829457169	test	0.09893401904513033	-0.07881092075055864
150	2506	Iopanoic acid	20	Doxycycline	0.078	NT5001	R2	2	2	5	06	FALSE	2.3638175257826886	2.318975458897922	0.44646110872418304	0.4388811208364983	0.44646110872418304	test	0.24916623972189386	0.19729486900228918
151	2507	Iopanoic acid	10	Doxycycline	0.078	NT5001	R2	2	2	5	07	FALSE	1.8569133667267759	1.8418165100867208	0.3507206421270131	0.34857570019571715	0.3507206421270131	test	0.24916623972189386	0.10155440240511923
152	2508	Iopanoic acid	5	Doxycycline	0.078	NT5001	R2	2	2	5	08	FALSE	1.470859391395306	1.4721880809990961	0.2778055021156044	0.2786211266668941	0.2786211266668941	test	0.24916623972189386	0.02945488694500023
153	2509	DMSO control	0	MGAM	0	NT5001	R2	2	2	5	09	TRUE	5.242960765643501	5.247696954230352	0.990253287698901	0.9931606271406751	0.9931606271406751	medium	NA	NA
154	2510	DMSO control	0	MGAM	0	NT5001	R2	2	2	5	10	TRUE	5.310534631578947	5.286548476964769	1.0030161607960235	1.0005135293796616	1.0005135293796616	medium	NA	NA
155	2511	DMSO control	0	MGAM	0	NT5001	R2	2	2	5	11	TRUE	5.336252806921675	5.292868637759711	1.00787362756435	1.0017096607328022	1.0017096607328022	medium	NA	NA
156	2512	DMSO control	0	MGAM	0	NT5001	R2	2	2	5	12	TRUE	5.062474543700723	5.057901395964769	0.9561643286827727	0.9572405888229886	0.9572405888229886	medium	NA	NA
157	2601	Tolfenamic acid	640	Doxycycline	0.078	NT5001	R2	2	2	6	01	FALSE	0.12300564571723514	0.12378345919512192	0.02323243497742792	0.023426821143847826	0.023426821143847826	test	0.24916623972189386	-0.22573941857804602
158	2602	Tolfenamic acid	320	Doxycycline	0.078	NT5001	R2	2	2	6	02	FALSE	0.11335973155758693	0.11202849713098474	0.02141058304367982	0.02120211846046935	0.02141058304367982	test	0.24916623972189386	-0.22775565667821404
159	2603	Tolfenamic acid	160	Doxycycline	0.078	NT5001	R2	2	2	6	03	FALSE	1.5176126493738817	1.532692811201445	0.2866359262773303	0.29007203862252845	0.29007203862252845	test	0.24916623972189386	0.04090579890063459
16	1204	Dicumarol	40	Erythromycin	0.625	NT5001	R1	1	1	2	04	FALSE	1.8297777820779952	1.8400286380000006	0.3820939621058496	0.3849178193851762	0.3849178193851762	test	0.09893401904513033	0.2859838003400459
160	2604	Tolfenamic acid	80	Doxycycline	0.078	NT5001	R2	2	2	6	04	FALSE	2.3972089573640427	2.4210294619087622	0.45276784577266266	0.45819550170042295	0.45819550170042295	test	0.24916623972189386	0.20902926197852909
161	2605	Tolfenamic acid	40	Doxycycline	0.078	NT5001	R2	2	2	6	05	FALSE	3.70255217481884	3.6925181580849133	0.6993118254893262	0.6988329702719654	0.6993118254893262	test	0.24916623972189386	0.45014558576743235
162	2606	Tolfenamic acid	20	Doxycycline	0.078	NT5001	R2	2	2	6	06	FALSE	3.1271973967391298	3.11872260704607	0.5906428908827221	0.5902384469428555	0.5906428908827221	test	0.24916623972189386	0.34147665116082826
163	2607	Tolfenamic acid	10	Doxycycline	0.078	NT5001	R2	2	2	6	07	FALSE	2.401941363636363	2.3867529358626918	0.45366166914448736	0.4517084472075608	0.45366166914448736	test	0.24916623972189386	0.2044954294225935
164	2608	Tolfenamic acid	5	Doxycycline	0.078	NT5001	R2	2	2	6	08	FALSE	1.7842950751811584	1.7794595871725376	0.3370050136559122	0.336774248776521	0.3370050136559122	test	0.24916623972189386	0.08783877393401832
165	2609	DMSO control	0	MGAM	0	NT5001	R2	2	2	6	09	TRUE	5.298565636829113	5.293779218006323	1.0007555418573617	1.001881993940431	1.0007555418573617	medium	NA	NA
166	2610	DMSO control	0	MGAM	0	NT5001	R2	2	2	6	10	TRUE	5.28256296882464	5.306422783498645	0.9977330712893527	1.0042748705762525	0.9977330712893527	medium	NA	NA
167	2611	DMSO control	0	MGAM	0	NT5001	R2	2	2	6	11	TRUE	5.377917175359712	5.402207677506774	1.0157428983199173	1.022402781969274	1.0157428983199173	medium	NA	NA
168	2612	DMSO control	0	MGAM	0	NT5001	R2	2	2	6	12	TRUE	5.121329420082888	5.190724127672087	0.967280420799361	0.9823781508185677	0.9823781508185677	medium	NA	NA
169	2701	Diflunisal	640	Doxycycline	0.078	NT5001	R2	2	2	7	01	FALSE	0.8339727408074138	0.833219377897922	0.15751486332826753	0.1576921623173705	0.1576921623173705	test	0.24916623972189386	-0.09147407740452337
17	1205	Dicumarol	20	Erythromycin	0.625	NT5001	R1	1	1	2	05	FALSE	3.379673294515237	3.4175407824089645	0.7057429445110687	0.7149194955218774	0.7149194955218774	test	0.09893401904513033	0.6159854764767471
170	2702	Diflunisal	320	Doxycycline	0.078	NT5001	R2	2	2	7	02	FALSE	2.371383772644927	2.364957258355916	0.4478901678313903	0.4475834741135762	0.4478901678313903	test	0.24916623972189386	0.19872392810949643
171	2703	Diflunisal	160	Doxycycline	0.078	NT5001	R2	2	2	7	03	FALSE	3.302881993716337	3.323767426377597	0.6238249529905974	0.6290445066554086	0.6290445066554086	test	0.24916623972189386	0.3798782669335147
172	2704	Diflunisal	80	Doxycycline	0.078	NT5001	R2	2	2	7	04	FALSE	3.7153661173285193	3.718722364950316	0.7017320321751639	0.7037922860920581	0.7037922860920581	test	0.24916623972189386	0.45462604637016424
173	2705	Diflunisal	40	Doxycycline	0.078	NT5001	R2	2	2	7	05	FALSE	3.2363082249544624	3.209996775971093	0.6112509711628197	0.6075126744071995	0.6112509711628197	test	0.24916623972189386	0.3620847314409258
174	2706	Diflunisal	20	Doxycycline	0.078	NT5001	R2	2	2	7	06	FALSE	2.416945379646252	2.3885621005718156	0.45649552139832084	0.45205084334300566	0.45649552139832084	test	0.24916623972189386	0.20732928167642697
175	2707	Diflunisal	10	Doxycycline	0.078	NT5001	R2	2	2	7	07	FALSE	1.8799159327272723	1.8680284787714543	0.35506520384045687	0.35353648499037565	0.35506520384045687	test	0.24916623972189386	0.105898964118563
176	2708	Diflunisal	5	Doxycycline	0.078	NT5001	R2	2	2	7	08	FALSE	1.5877679572109509	1.597808043661246	0.2998863638336105	0.30239551798313713	0.30239551798313713	test	0.24916623972189386	0.05322927826124327
177	2709	DMSO control	0	MGAM	0	NT5001	R2	2	2	7	09	TRUE	5.284206764972776	5.260339525745257	0.9980435398609784	0.9955533156598344	0.9980435398609784	medium	NA	NA
178	2710	DMSO control	0	MGAM	0	NT5001	R2	2	2	7	10	TRUE	5.293658200181159	5.279312242999096	0.9998286599881221	0.9991440252474366	0.9998286599881221	medium	NA	NA
179	2711	DMSO control	0	MGAM	0	NT5001	R2	2	2	7	11	TRUE	4.153382978868749	4.202158027401084	0.7844615540228312	0.795285615430507	0.795285615430507	medium	NA	NA
18	1206	Dicumarol	10	Erythromycin	0.625	NT5001	R1	1	1	2	06	FALSE	3.1438829517216607	3.1849794608944926	0.656505235327619	0.6662697110011403	0.6662697110011403	test	0.09893401904513033	0.56733569195601
180	2712	DMSO control	0	MGAM	0	NT5001	R2	2	2	7	12	TRUE	5.039098447103723	5.134691100571816	0.9517492171563936	0.9717735376290363	0.9717735376290363	medium	NA	NA
181	2801	Doxycycline control	0	Doxycycline	0.078	NT5001	R2	2	2	8	01	FALSE	1.419388095065884	1.4206702884670275	0.2680839682932778	0.26887105085529334	0.26887105085529334	Doxycycline only	0.24916623972189386	0.019704811133399475
182	2802	Doxycycline control	0	Doxycycline	0.078	NT5001	R2	2	2	8	02	FALSE	1.4248042665460283	1.4260913526043355	0.2691069363936877	0.2698970223443745	0.2698970223443745	Doxycycline only	0.24916623972189386	0.020730782622480654
183	2803	Doxycycline control	0	Doxycycline	0.078	NT5001	R2	2	2	8	03	FALSE	0.9897205246577537	1.0031313718753385	0.18693140140733655	0.18984910734852334	0.18984910734852334	Doxycycline only	0.24916623972189386	-0.059317132373370524
184	2804	Doxycycline control	0	Doxycycline	0.078	NT5001	R2	2	2	8	04	FALSE	0.8762867980072458	0.8739120370370366	0.16550684269469526	0.1653935115422043	0.16550684269469526	Doxycycline only	0.24916623972189386	-0.0836593970271986
185	2805	Doxycycline control	0	Doxycycline	0.078	NT5001	R2	2	2	8	05	FALSE	1.2991138696306708	1.2932461466422758	0.24536742462903383	0.24475520695056588	0.24536742462903383	Doxycycline only	0.24916623972189386	-0.003798815092860036
186	2806	Doxycycline control	0	Doxycycline	0.078	NT5001	R2	2	2	8	06	FALSE	1.336307210352782	1.344757210779584	0.2523922393428734	0.25450400936989226	0.25450400936989226	Doxycycline only	0.24916623972189386	0.005337769647998397
187	2807	Doxycycline control	0	Doxycycline	0.078	NT5001	R2	2	2	8	07	FALSE	1.2861437984981978	1.289629283046973	0.24291772947495543	0.24407069209615964	0.24407069209615964	Doxycycline only	0.24916623972189386	-0.00509554762573422
188	2808	Doxycycline control	0	Doxycycline	0.625	NT5001	R2	2	2	8	08	FALSE	1.3378341509945744	1.3366256287262865	0.2526806370742782	0.2529650548147539	0.2529650548147539	Doxycycline only	0.24916623972189386	0.003798815092860036
189	2809	DMSO control	0	MGAM	0	NT5001	R2	2	2	8	09	TRUE	5.362768265520795	5.35792384974345	1.0128816795461009	1.014021780829687	1.0128816795461009	medium	NA	NA
19	1207	Dicumarol	5	Erythromycin	0.625	NT5001	R1	1	1	2	07	FALSE	1.796672669429374	1.7933175383940252	0.3751809567224817	0.37514626788315236	0.3751809567224817	test	0.09893401904513033	0.27624693767735137
190	2810	DMSO control	0	MGAM	0	NT5001	R2	2	2	8	10	TRUE	5.6055454367813065	5.580226803372177	1.0587357117933656	1.0560940542034667	1.0560940542034667	medium	NA	NA
191	2811	DMSO control	0	MGAM	0	NT5001	R2	2	2	8	11	TRUE	5.525569136829113	5.5205776561273705	1.0436303548193786	1.0448050668624003	1.0436303548193786	medium	NA	NA
192	2812	DMSO control	0	MGAM	0	NT5001	R2	2	2	8	12	TRUE	5.507438861810251	5.532314376091238	1.040206036910696	1.0470263171101861	1.040206036910696	medium	NA	NA
193	3101	Tolfenamic acid	640	Erythromycin	0.625	NT5001	R3	3	3	1	01	FALSE	0.0445312632804987	0.0446107124567351	0.008470861148406303	0.008524364973511188	0.008524364973511188	test	0.012833783302326898	-0.00430941832881571
194	3102	Tolfenamic acid	320	Erythromycin	0.625	NT5001	R3	3	3	1	02	FALSE	0.054627208594448994	0.05443228545941081	0.010391340034839063	0.01040110417533382	0.01040110417533382	test	0.012833783302326898	-0.0024326791269930776
195	3103	Tolfenamic acid	160	Erythromycin	0.625	NT5001	R3	3	3	1	03	FALSE	0.4460086045953443	0.4444171376743974	0.08484100117986368	0.08492072135574653	0.08492072135574653	test	0.012833783302326898	0.07208693805341963
196	3104	Tolfenamic acid	80	Erythromycin	0.625	NT5001	R3	3	3	1	04	FALSE	1.2209407031111108	1.2252973157894733	0.23225074710649346	0.23413393209047814	0.23413393209047814	test	0.012833783302326898	0.22130014878815124
197	3105	Tolfenamic acid	40	Erythromycin	0.625	NT5001	R3	3	3	1	05	FALSE	1.8915535108916732	1.884803988997323	0.35981658648701986	0.3601546852972815	0.3601546852972815	test	0.012833783302326898	0.34732090199495463
198	3106	Tolfenamic acid	20	Erythromycin	0.625	NT5001	R3	3	3	1	06	FALSE	0.5158924316887887	0.5131311876297944	0.0981344977532484	0.09805083312421374	0.0981344977532484	test	0.012833783302326898	0.0853007144509215
199	3107	Tolfenamic acid	10	Erythromycin	0.625	NT5001	R3	3	3	1	07	FALSE	0.08537884037106924	0.08476953553345234	0.016241001231869265	0.01619804795144171	0.016241001231869265	test	0.012833783302326898	0.0034072179295423673
2	1102	Tolfenamic acid	320	Erythromycin	0.625	NT5001	R1	1	1	1	02	FALSE	0.03676171033270504	0.03641846373762843	0.007676575643441759	0.007618422538511623	0.007676575643441759	test	0.09893401904513033	-0.09125744340168856
20	1208	Dicumarol	2.5	Erythromycin	0.625	NT5001	R1	1	1	2	08	FALSE	0.6502006989436752	0.6574858608366015	0.13577482667935892	0.13754026356072943	0.13754026356072943	test	0.09893401904513033	0.0386062445155991
200	3108	Tolfenamic acid	5	Erythromycin	0.625	NT5001	R3	3	3	1	08	FALSE	0.06290804821743042	0.06245910585727034	0.011966544452388459	0.011934896013214423	0.011966544452388459	test	0.012833783302326898	-8.672388499384384e-4
201	3109	DMSO control	0	MGAM	0	NT5001	R3	3	3	1	09	TRUE	5.291530650522868	5.263208452571809	1.0065697243029867	1.0057115726385935	1.0057115726385935	medium	NA	NA
202	3110	DMSO control	0	MGAM	0	NT5001	R3	3	3	1	10	TRUE	5.229216189196955	5.210557077014272	0.9947160936052762	0.995650770716967	0.995650770716967	medium	NA	NA
203	3111	DMSO control	0	MGAM	0	NT5001	R3	3	3	1	11	TRUE	5.433399960011637	5.414012270591435	1.0335565001851323	1.0345276733777373	1.0335565001851323	medium	NA	NA
204	3112	DMSO control	0	MGAM	0	NT5001	R3	3	3	1	12	TRUE	5.154395029576752	5.181983227772524	0.9804834038629432	0.9901907835026634	0.9901907835026634	medium	NA	NA
205	3201	Dicumarol	320	Erythromycin	0.625	NT5001	R3	3	3	2	01	FALSE	0.0434861440372671	0.043718897707404114	0.008272055649959566	0.008353954011807078	0.008353954011807078	test	0.012833783302326898	-0.004479829290519819
206	3202	Dicumarol	160	Erythromycin	0.625	NT5001	R3	3	3	2	02	FALSE	0.04737116383377993	0.04728664793041904	0.009011074955290653	0.009035691723680668	0.009035691723680668	test	0.012833783302326898	-0.00379809157864623
207	3203	Dicumarol	80	Erythromycin	0.625	NT5001	R3	3	3	2	03	FALSE	0.10173360273416585	0.10173360273416585	0.01935204976018807	0.019439598966666978	0.019439598966666978	test	0.012833783302326898	0.0066058156643400805
208	3204	Dicumarol	40	Erythromycin	0.625	NT5001	R3	3	3	2	04	FALSE	1.3672629790363147	1.3770204311614627	0.26008457868845064	0.26312569525954455	0.26312569525954455	test	0.012833783302326898	0.25029191195721767
209	3205	Dicumarol	20	Erythromycin	0.625	NT5001	R3	3	3	2	05	FALSE	3.1904465231686086	3.173370092179303	0.6068956393386707	0.606378230071894	0.6068956393386707	test	0.012833783302326898	0.5940618560363439
21	1209	DMSO control	0	MGAM	0	NT5001	R1	1	1	2	09	TRUE	4.868912148592664	4.832543056913167	1.016725611286156	1.0109255351448443	1.0109255351448443	medium	NA	NA
210	3206	Dicumarol	10	Erythromycin	0.625	NT5001	R3	3	3	2	06	FALSE	1.7238868016230837	1.705433062444246	0.32792255724113484	0.3258798853810463	0.32792255724113484	test	0.012833783302326898	0.31508877393880796
211	3207	Dicumarol	5	Erythromycin	0.625	NT5001	R3	3	3	2	07	FALSE	0.211595391838884	0.20970783258965223	0.040250265810328874	0.04007167795250696	0.040250265810328874	test	0.012833783302326898	0.027416482508001976
212	3208	Dicumarol	2.5	Erythromycin	0.625	NT5001	R3	3	3	2	08	FALSE	0.095647133452189	0.09547648736217619	0.018194264591442487	0.018243968317101903	0.018243968317101903	test	0.012833783302326898	0.0054101850147750055
213	3209	DMSO control	0	MGAM	0	NT5001	R3	3	3	2	09	TRUE	5.229144704701706	5.191826990484388	0.9947024956251401	0.9920717627887473	0.9947024956251401	medium	NA	NA
214	3210	DMSO control	0	MGAM	0	NT5001	R3	3	3	2	10	TRUE	5.2583400654708505	5.230195515611061	1.0002561186089587	0.9994033496131518	1.0002561186089587	medium	NA	NA
215	3211	DMSO control	0	MGAM	0	NT5001	R3	3	3	2	11	TRUE	5.337858257184888	5.356905030627118	1.0153822909014243	1.0236154298990472	1.0153822909014243	medium	NA	NA
216	3212	DMSO control	0	MGAM	0	NT5001	R3	3	3	2	12	TRUE	5.449891080295999	5.46933761403479	1.036693487097688	1.0450994260762263	1.036693487097688	medium	NA	NA
22	1210	DMSO control	0	MGAM	0	NT5001	R1	1	1	2	10	TRUE	4.896620625087162	4.878332592873951	1.0225116917989907	1.0205043036317532	1.0205043036317532	medium	NA	NA
225	3309	DMSO control	0	MGAM	0	NT5001	R3	3	3	3	09	TRUE	5.215015551038842	5.149886008028545	0.9920148085934761	0.9840575388027941	0.9920148085934761	medium	NA	NA
226	3310	DMSO control	0	MGAM	0	NT5001	R3	3	3	3	10	TRUE	5.181116316681533	5.181116316681533	0.9855664016513851	0.9900251312157522	0.9900251312157522	medium	NA	NA
227	3311	DMSO control	0	MGAM	0	NT5001	R3	3	3	3	11	TRUE	5.321782079535298	5.312287374665476	1.0123242355345912	1.0150897381372657	1.0123242355345912	medium	NA	NA
228	3312	DMSO control	0	MGAM	0	NT5001	R3	3	3	3	12	TRUE	5.324458607089364	5.3149591269696685	1.0128333720737357	1.0156002655533396	1.0128333720737357	medium	NA	NA
229	3401	Erythromycin control	0	Erythromycin	0.625	NT5001	R3	3	3	4	01	FALSE	0.0800909793730665	0.07851916711061561	0.015235129559107396	0.015003706531612497	0.015235129559107396	Erythromycin only	0.012833783302326898	0.0024013462567804983
23	1211	DMSO control	0	MGAM	0	NT5001	R1	1	1	2	11	TRUE	4.757422370611372	4.7663064460000015	0.993444330127088	0.9970694182836024	0.9970694182836024	medium	NA	NA
