Drug	Species	Conc_ug_ml	chemical_name	prestwick_ID	molecular_weight	Conc_uM	likely_qualifier
Amoxicillin	Prevotella spp	1	Amoxicillin	Prestw-357	365.41093	2.7366450149698585	=
Amoxicillin	Propionibacterium acnes	0.064	Amoxicillin	Prestw-357	365.41093	0.17514528095807097	=
Amoxicillin	Proteus mirabilis	1	Amoxicillin	Prestw-357	365.41093	2.7366450149698585	=
Amoxicillin	Salmonella spp	1	Amoxicillin	Prestw-357	365.41093	2.7366450149698585	=
Amoxicillin	Serratia liquefaciens	16	Amoxicillin	Prestw-357	365.41093	43.786320239517735	=
Amoxicillin	Serratia spp	128	Amoxicillin	Prestw-357	365.41093	350.2905619161419	=
Amoxicillin	Streptococcus agalactiae	0.064	Amoxicillin	Prestw-357	365.41093	0.17514528095807097	=
Amoxicillin	Streptococcus anginosus	0.125	Amoxicillin	Prestw-357	365.41093	0.3420806268712323	=
Amoxicillin	Streptococcus group G	0.016	Amoxicillin	Prestw-357	365.41093	0.04378632023951774	=
Amoxicillin	Streptococcus oralis	0.032	Amoxicillin	Prestw-357	365.41093	0.08757264047903549	=
Amoxicillin	Streptococcus pneumoniae	0.016	Amoxicillin	Prestw-357	365.41093	0.04378632023951774	=
Amoxicillin	Streptococcus pyogenes	0.016	Amoxicillin	Prestw-357	365.41093	0.04378632023951774	=
Amoxicillin	Streptococcus, viridans group	0.125	Amoxicillin	Prestw-357	365.41093	0.3420806268712323	=
Amoxicillin-clavulanic acid (fixed)	Acinetobacter baumannii	16	Amoxicillin-Clavulanic Acid	NA	NA	NA	=
Amoxicillin-clavulanic acid (fixed)	Citrobacter spp	32	Amoxicillin-Clavulanic Acid	NA	NA	NA	=
Amoxicillin-clavulanic acid (fixed)	Escherichia coli	4	Amoxicillin-Clavulanic Acid	NA	NA	NA	=
Amoxicillin-clavulanic acid (fixed)	Klebsiella pneumoniae	2	Amoxicillin-Clavulanic Acid	NA	NA	NA	=
Amoxicillin-clavulanic acid (fixed)	Proteus mirabilis	1	Amoxicillin-Clavulanic Acid	NA	NA	NA	<
Amphotericin B	Candida albicans Etest	0.125	Amphotericin B	Prestw-410	924.10236	0.135266400574932	=
Amphotericin B	Candida albicans EUCAST	0.25	Amphotericin B	Prestw-410	924.10236	0.270532801149864	=
Amphotericin B	Candida dubliniensis DIN	0.25	Amphotericin B	Prestw-410	924.10236	0.270532801149864	=
Amphotericin B	Candida dubliniensis Etest	0.125	Amphotericin B	Prestw-410	924.10236	0.135266400574932	=
Amphotericin B	Candida dubliniensis EUCAST	0.032	Amphotericin B	Prestw-410	924.10236	0.03462819854718259	=
Amphotericin B	Candida famata EUCAST	0.5	Amphotericin B	Prestw-410	924.10236	0.541065602299728	=
Amphotericin B	Candida glabrata Etest	0.5	Amphotericin B	Prestw-410	924.10236	0.541065602299728	=
Amphotericin B	Candida glabrata EUCAST	0.25	Amphotericin B	Prestw-410	924.10236	0.270532801149864	=
Amphotericin B	Candida guilliermondii Etest	0.064	Amphotericin B	Prestw-410	924.10236	0.06925639709436518	=
Amphotericin B	Candida guilliermondii EUCAST	0.125	Amphotericin B	Prestw-410	924.10236	0.135266400574932	=
Amphotericin B	Candida kefyr EUCAST	0.25	Amphotericin B	Prestw-410	924.10236	0.270532801149864	=
Amphotericin B	Candida krusei Etest	0.5	Amphotericin B	Prestw-410	924.10236	0.541065602299728	=
Amphotericin B	Candida krusei EUCAST	0.5	Amphotericin B	Prestw-410	924.10236	0.541065602299728	=
Amphotericin B	Candida lusitaniae Etest	0.25	Amphotericin B	Prestw-410	924.10236	0.270532801149864	=
Amphotericin B	Candida lusitaniae EUCAST	0.125	Amphotericin B	Prestw-410	924.10236	0.135266400574932	=
Amphotericin B	Candida norvegensis Etest	0.5	Amphotericin B	Prestw-410	924.10236	0.541065602299728	=
Amphotericin B	Candida parapsilosis Etest	0.5	Amphotericin B	Prestw-410	924.10236	0.541065602299728	=
Amphotericin B	Candida parapsilosis EUCAST	0.25	Amphotericin B	Prestw-410	924.10236	0.270532801149864	=
Amphotericin B	Candida tropicalis Etest	0.25	Amphotericin B	Prestw-410	924.10236	0.270532801149864	=
Amphotericin B	Candida tropicalis EUCAST	0.25	Amphotericin B	Prestw-410	924.10236	0.270532801149864	=
Amphotericin B	Cryptococcus neoformans Etest	0.125	Amphotericin B	Prestw-410	924.10236	0.135266400574932	=
Amphotericin B	Saccharomyces cerevisiae Etest	0.5	Amphotericin B	Prestw-410	924.10236	0.541065602299728	=
Amphotericin B	Saccharomyces cerevisiae EUCAST	0.25	Amphotericin B	Prestw-410	924.10236	0.270532801149864	=
Ampicillin	Acinetobacter baumannii	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Acinetobacter lwoffii	8	Ampicillin	Prestw-114	403.45755	19.828604025380116	=
Ampicillin	Acinetobacter spp	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Bacteroides fragilis	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Bacteroides fragilis group	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Bacteroides ovatus	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Bacteroides thetaiotaomicron	64	Ampicillin	Prestw-114	403.45755	158.62883220304093	=
Ampicillin	Bacteroides vulgatus	64	Ampicillin	Prestw-114	403.45755	158.62883220304093	=
Ampicillin	Bifidobacterium longum	0.25	Ampicillin	Prestw-114	403.45755	0.6196438757931286	=
Ampicillin	Bifidobacterium spp	0.125	Ampicillin	Prestw-114	403.45755	0.3098219378965643	=
Ampicillin	Campylobacter coli	4	Ampicillin	Prestw-114	403.45755	9.914302012690058	=
Ampicillin	Campylobacter jejuni	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Citrobacter freundii	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Citrobacter spp	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Corynebacterium striatum	4	Ampicillin	Prestw-114	403.45755	9.914302012690058	=
Ampicillin	Enterobacter agglomerans	8	Ampicillin	Prestw-114	403.45755	19.828604025380116	=
Ampicillin	Enterobacter cloacae	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Enterobacter dissolvens	128	Ampicillin	Prestw-114	403.45755	317.25766440608186	=
Ampicillin	Enterococcus avium	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Enterococcus casseliflavus	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Enterococcus faecalis	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Enterococcus faecium	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Enterococcus gallinarum	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Enterococcus hirae	0.5	Ampicillin	Prestw-114	403.45755	1.2392877515862573	=
Ampicillin	Escherichia coli	4	Ampicillin	Prestw-114	403.45755	9.914302012690058	=
Ampicillin	Haemophilus influenzae	0.25	Ampicillin	Prestw-114	403.45755	0.6196438757931286	=
Ampicillin	Haemophilus parainfluenzae	0.5	Ampicillin	Prestw-114	403.45755	1.2392877515862573	=
Ampicillin	Hafnia alvei	16	Ampicillin	Prestw-114	403.45755	39.65720805076023	=
Ampicillin	Klebsiella oxytoca	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Klebsiella pneumoniae	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Klebsiella spp	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Kluyvera spp	8	Ampicillin	Prestw-114	403.45755	19.828604025380116	=
Ampicillin	Lactobacillus acidophilus	0.5	Ampicillin	Prestw-114	403.45755	1.2392877515862573	=
Ampicillin	Lactobacillus amylovorus	0.25	Ampicillin	Prestw-114	403.45755	0.6196438757931286	=
Ampicillin	Lactobacillus crispatus	0.5	Ampicillin	Prestw-114	403.45755	1.2392877515862573	=
Ampicillin	Lactobacillus gallinarum	0.5	Ampicillin	Prestw-114	403.45755	1.2392877515862573	=
Ampicillin	Lactobacillus gasseri	0.25	Ampicillin	Prestw-114	403.45755	0.6196438757931286	=
Ampicillin	Lactobacillus johnsonii	0.5	Ampicillin	Prestw-114	403.45755	1.2392877515862573	=
Ampicillin	Lactobacillus paracasei	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Lactobacillus plantarum	0.25	Ampicillin	Prestw-114	403.45755	0.6196438757931286	=
Ampicillin	Lactobacillus reuteri	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Lactobacillus rhamnosus	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Lactobacillus sakei	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Lactococcus lactis	0.25	Ampicillin	Prestw-114	403.45755	0.6196438757931286	=
Ampicillin	Legionella pneumophila	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Listeria monocytogenes	0.5	Ampicillin	Prestw-114	403.45755	1.2392877515862573	=
Ampicillin	Moraxella catarrhalis	4	Ampicillin	Prestw-114	403.45755	9.914302012690058	=
Ampicillin	Neisseria gonorrhoeae	0.5	Ampicillin	Prestw-114	403.45755	1.2392877515862573	=
Ampicillin	Neisseria meningitidis	0.125	Ampicillin	Prestw-114	403.45755	0.3098219378965643	=
Ampicillin	Pasteurella multocida	0.25	Ampicillin	Prestw-114	403.45755	0.6196438757931286	=
Ampicillin	Proteus mirabilis	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Proteus spp	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Proteus vulgaris	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Providencia rettgeri	16	Ampicillin	Prestw-114	403.45755	39.65720805076023	=
Ampicillin	Providencia stuartii	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Raoultella spp	16	Ampicillin	Prestw-114	403.45755	39.65720805076023	=
Ampicillin	Salmonella enteritidis	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Salmonella paratyphi	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Salmonella spp	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Salmonella typhi	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Salmonella typhimurium	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Serratia liquefaciens	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Serratia marcescens	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Serratia spp	128	Ampicillin	Prestw-114	403.45755	317.25766440608186	=
Ampicillin	Shigella flexneri	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Shigella sonnei	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Staphylococcus aureus	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Staphylococcus capitis	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Staphylococcus coagulase negative	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Staphylococcus epidermidis	4	Ampicillin	Prestw-114	403.45755	9.914302012690058	=
Ampicillin	Staphylococcus haemolyticus	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Staphylococcus hominis	4	Ampicillin	Prestw-114	403.45755	9.914302012690058	=
Ampicillin	Staphylococcus lugdunensis	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Staphylococcus saprophyticus	0.25	Ampicillin	Prestw-114	403.45755	0.6196438757931286	=
Ampicillin	Staphylococcus simulans	4	Ampicillin	Prestw-114	403.45755	9.914302012690058	=
Ampicillin	Staphylococcus warneri	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Staphylococcus xylosis	4	Ampicillin	Prestw-114	403.45755	9.914302012690058	=
Ampicillin	Stenotrophomonas maltophilia	32	Ampicillin	Prestw-114	403.45755	79.31441610152046	=
Ampicillin	Streptococcus acidominimus	0.25	Ampicillin	Prestw-114	403.45755	0.6196438757931286	=
Ampicillin	Streptococcus agalactiae	0.064	Ampicillin	Prestw-114	403.45755	0.15862883220304091	<
Ampicillin	Streptococcus mitis	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Streptococcus pneumoniae	0.016	Ampicillin	Prestw-114	403.45755	0.03965720805076023	<
Ampicillin	Streptococcus pyogenes	0.032	Ampicillin	Prestw-114	403.45755	0.07931441610152046	<
Ampicillin	Streptococcus salivarius	1	Ampicillin	Prestw-114	403.45755	2.4785755031725145	=
Ampicillin	Streptococcus sanguinis	2	Ampicillin	Prestw-114	403.45755	4.957151006345029	=
Ampicillin	Streptococcus, viridans group	0.064	Ampicillin	Prestw-114	403.45755	0.15862883220304091	<
Ampicillin	Yersinia spp	64	Ampicillin	Prestw-114	403.45755	158.62883220304093	=
Ampicillin-sulbactam (fixed)	Escherichia coli	2	NA	NA	NA	NA	=
Ampicillin-sulbactam (fixed)	Klebsiella pneumoniae	2	NA	NA	NA	NA	=
Ampicillin-sulbactam (fixed)	Proteus mirabilis	0.5	NA	NA	NA	NA	<
Ampicillin-sulbactam (ratio)	Acinetobacter lwoffii	2	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Acinetobacter spp	8	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Citrobacter freundii	8	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Citrobacter koseri	2	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Citrobacter spp	4	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Enterobacter aerogenes	32	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Enterobacter cloacae	32	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Enterobacter sakazakii	16	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Enterobacter spp	32	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Enterococcus faecalis	1	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Enterococcus faecium	32	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Escherichia coli	8	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Haemophilus influenzae	0.25	NA	NA	NA	NA	<
Ampicillin-sulbactam (ratio)	Haemophilus parainfluenzae	0.25	NA	NA	NA	NA	<
Ampicillin-sulbactam (ratio)	Klebsiella oxytoca	8	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Klebsiella pneumoniae	4	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Morganella morganii	16	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Proteus mirabilis	1	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Proteus vulgaris	4	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Providencia rettgeri	16	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Providencia stuartii	16	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Pseudomonas aeruginosa	64	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Pseudomonas fluorescens group	64	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Pseudomonas putida group	64	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Salmonella enteritidis	2	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Salmonella group B	2	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Salmonella group C	1	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Salmonella group D	2	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Salmonella paratyphi	2	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Salmonella typhi	0.5	NA	NA	NA	NA	<
Ampicillin-sulbactam (ratio)	Salmonella typhimurium	32	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Serratia liquefaciens	512	NA	NA	NA	NA	>
Ampicillin-sulbactam (ratio)	Serratia marcescens	32	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Serratia spp	128	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Shigella flexneri	16	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Shigella sonnei	16	NA	NA	NA	NA	=
Ampicillin-sulbactam (ratio)	Stenotrophomonas maltophilia	64	NA	NA	NA	NA	=
Anidulafungin	Candida albicans	0.008	NA	NA	NA	NA	=
Anidulafungin	Candida albicans Etest	0.004	NA	NA	NA	NA	=
Anidulafungin	Candida albicans EUCAST	0.032	NA	NA	NA	NA	=
Anidulafungin	Candida glabrata	0.032	NA	NA	NA	NA	=
Anidulafungin	Candida glabrata Etest	0.016	NA	NA	NA	NA	=
Anidulafungin	Candida glabrata EUCAST	0.032	NA	NA	NA	NA	=
Anidulafungin	Candida guilliermondii	1	NA	NA	NA	NA	=
Anidulafungin	Candida guilliermondii Etest	0.5	NA	NA	NA	NA	=
Anidulafungin	Candida guilliermondii EUCAST	1	NA	NA	NA	NA	=
Anidulafungin	Candida krusei	0.032	NA	NA	NA	NA	=
Anidulafungin	Candida krusei Etest	0.032	NA	NA	NA	NA	=
Anidulafungin	Candida krusei EUCAST	0.032	NA	NA	NA	NA	=
Anidulafungin	Candida parapsilosis	1	NA	NA	NA	NA	=
Anidulafungin	Candida parapsilosis Etest	2	NA	NA	NA	NA	>
Anidulafungin	Candida parapsilosis EUCAST	1	NA	NA	NA	NA	=
Anidulafungin	Candida tropicalis	0.032	NA	NA	NA	NA	=
Anidulafungin	Candida tropicalis Etest	0.016	NA	NA	NA	NA	=
Anidulafungin	Candida tropicalis EUCAST	0.032	NA	NA	NA	NA	=
Avilamycin	Enterococcus faecalis	2	NA	NA	NA	NA	=
Avilamycin	Enterococcus faecium	4	NA	NA	NA	NA	=
Avilamycin	Enterococcus hirae	4	NA	NA	NA	NA	=
Avilamycin	Staphylococcus aureus	4	NA	NA	NA	NA	=
Avilamycin	Staphylococcus hyicus	2	NA	NA	NA	NA	=
Avilamycin	Staphylococcus intermedius	2	NA	NA	NA	NA	=
Azithromycin	Campylobacter coli	0.064	Azithromycin	Prestw-1234	749.00374	0.08544683635358083	=
Azithromycin	Campylobacter jejuni	0.032	Azithromycin	Prestw-1234	749.00374	0.042723418176790415	=
Azithromycin	Escherichia coli	4	Azithromycin	Prestw-1234	749.00374	5.340427272098802	=
Azithromycin	Haemophilus influenzae	1	Azithromycin	Prestw-1234	749.00374	1.3351068180247005	=
Azithromycin	Haemophilus parainfluenzae	0.5	Azithromycin	Prestw-1234	749.00374	0.6675534090123503	=
Azithromycin	Legionella pneumophila	0.125	Azithromycin	Prestw-1234	749.00374	0.16688835225308757	=
Azithromycin	Neisseria gonorrhoeae	0.125	Azithromycin	Prestw-1234	749.00374	0.16688835225308757	=
Azithromycin	Neisseria meningitidis	0.5	Azithromycin	Prestw-1234	749.00374	0.6675534090123503	=
Azithromycin	Salmonella spp	4	Azithromycin	Prestw-1234	749.00374	5.340427272098802	=
Azithromycin	Salmonella typhi	8	Azithromycin	Prestw-1234	749.00374	10.680854544197604	=
Azithromycin	Shigella boydii	2	Azithromycin	Prestw-1234	749.00374	2.670213636049401	=
Azithromycin	Shigella dysenteriae	4	Azithromycin	Prestw-1234	749.00374	5.340427272098802	=
Azithromycin	Shigella flexneri	2	Azithromycin	Prestw-1234	749.00374	2.670213636049401	=
Azithromycin	Shigella sonnei	8	Azithromycin	Prestw-1234	749.00374	10.680854544197604	=
Azithromycin	Shigella spp	4	Azithromycin	Prestw-1234	749.00374	5.340427272098802	=
Azithromycin	Staphylococcus aureus	1	Azithromycin	Prestw-1234	749.00374	1.3351068180247005	=
Azithromycin	Streptococcus pneumoniae	0.125	Azithromycin	Prestw-1234	749.00374	0.16688835225308757	=
Azithromycin	Streptococcus pyogenes	0.125	Azithromycin	Prestw-1234	749.00374	0.16688835225308757	=
Aztreonam	Acinetobacter baumannii	32	Aztreonam	Prestw-185	435.43714	73.48936748941536	=
Aztreonam	Acinetobacter spp	16	Aztreonam	Prestw-185	435.43714	36.74468374470768	=
Aztreonam	Burkholderia cepacia	2	Aztreonam	Prestw-185	435.43714	4.59308546808846	=
