NCBI_id	mOTU	average_log_rel_ab	prevalence	average_rel_ab	median_rel_ab	median_log_rel_ab
1268240.PRJNA183545	Bacteroides cellulosilyticus/timonensis [ref_mOTU_v2_0692]	-3.6088729252498	0.612137203166227	0.00464116543174601	0.000248404966458002	-3.5877024131622
-	unknown Clostridiales [meta_mOTU_v2_5396]	-3.61114973548188	0.732189973614776	0.00130655604413102	0.000355157115083183	-3.43752106472776
-	unknown Clostridiales [meta_mOTU_v2_6787]	-3.61536971448298	0.668865435356201	0.00142487121228235	0.000484817067978414	-3.30555625864459
-	unknown Clostridiales [meta_mOTU_v2_5712]	-3.62302830289932	0.799472295514512	0.00085909154328585	0.000340967237847987	-3.4547334387871
-	unknown Clostridiales [meta_mOTU_v2_5411]	-3.62346734317905	0.695250659630607	0.00148471779766205	0.000430463412540125	-3.35609065424681
-	unknown Clostridiales [meta_mOTU_v2_7014]	-3.62444595080592	0.74802110817942	0.000807254733710998	0.000448306031257369	-3.33884497617591
-	unknown Faecalibacterium [meta_mOTU_v2_6452]	-3.63835414296893	0.530343007915567	0.00641452031546521	0.000147550368916738	-3.8026059592566
-	unknown Clostridiales [meta_mOTU_v2_7093]	-3.65279409799446	0.675461741424802	0.00148222427485377	0.000378967344683707	-3.41008687450069
537011.PRJNA30025	Prevotella copri [ref_mOTU_v2_4448]	-3.66032574896802	0.518469656992084	0.0432584693998906	0.000111601207368009	-3.91506259191699
-	unknown Eubacterium [meta_mOTU_v2_6657]	-3.67740836014372	0.724274406332454	0.00123595720802925	0.000285878018187007	-3.52888756397357
471875.PRJNA20557	Ruminococcus lactaris [ref_mOTU_v2_0281]	-3.69334303823552	0.577836411609499	0.00207838132517269	0.000334006701553299	-3.46343638537109
1680.PRJNA240293	Bifidobacterium adolescentis [ref_mOTU_v2_1156]	-3.70237347885871	0.563324538258575	0.00552663231887548	0.000182876840429943	-3.7147364822745
-	unknown Clostridiales [meta_mOTU_v2_6795]	-3.71018727309926	0.596306068601583	0.00176818219244392	0.000307592274725823	-3.49813433410384
-	unknown Ruminococcaceae [meta_mOTU_v2_6478]	-3.71233740732351	0.656992084432718	0.00111923997367061	0.000380172440871593	-3.40874586783202
1118061.PRJEA82085	Alistipes obesi [ref_mOTU_v2_1825]	-3.71328355523698	0.656992084432718	0.0011432895351868	0.000351504473260541	-3.44188651620065
-	unknown Bacteroidales [meta_mOTU_v2_5520]	-3.72518196226826	0.659630606860158	0.000931188611072254	0.000367405983123907	-3.42319489283845
-	unknown Faecalibacterium [meta_mOTU_v2_5815]	-3.74435158014276	0.602902374670185	0.0014942652843644	0.000322994181932752	-3.47761409254496
657314.PRJNA39167	Blautia obeum [ref_mOTU_v2_4719]	-3.75688659544069	0.729551451187335	0.000786338331306068	0.00024489354821995	-3.59364572798976
-	unknown Clostridiales [meta_mOTU_v2_5826]	-3.75996281542663	0.741424802110818	0.000538238880452949	0.000268047960434245	-3.55588205403708
-	unknown Clostridiales [meta_mOTU_v2_6916]	-3.77018783036615	0.601583113456464	0.00341066265793175	0.000183832260627864	-3.71257423986182
-	unknown Clostridiales [meta_mOTU_v2_5603]	-3.791122551554	0.678100263852243	0.000612805885804328	0.000313725868452258	-3.48982284127253
1121098.PRJDB570	Bacteroides massiliensis [ref_mOTU_v2_0455]	-3.79304605162654	0.464379947229551	0.0076080949518015	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7355]	-3.8015551698952	0.510554089709763	0.00402644666644397	0.000106762907609315	-3.93270384100423
1256908.PRJNA181041	Eubacterium ramulus [ref_mOTU_v2_2795]	-3.82239172896721	0.649076517150396	0.000790968770853819	0.000249020953726534	-3.58666628499827
-	unknown Clostridiales [meta_mOTU_v2_6272]	-3.8235602178967	0.572559366754617	0.00239736427708845	0.000152949875620831	-3.78800551307661
-	unknown Tyzzerella [meta_mOTU_v2_5947]	-3.82506649463259	0.565963060686016	0.00112758225565894	0.000255771968177316	-3.57549172288437
-	unknown Eubacterium [meta_mOTU_v2_6509]	-3.83291405731074	0.536939313984169	0.00202401694131789	0.000217497190217928	-3.64307745996227
679935.PRJNA40775	Alistipes finegoldii [ref_mOTU_v2_1481]	-3.83326220116888	0.587071240105541	0.00144038550687491	0.000200358787850242	-3.67704079944898
-	unknown Clostridiales [meta_mOTU_v2_6834]	-3.84038058224724	0.552770448548813	0.00174298707918824	0.000206388761888065	-3.66477650724152
-	unknown Clostridiales [meta_mOTU_v2_6348]	-3.85856086303891	0.544854881266491	0.00217060035990075	0.000146266841183561	-3.80614514405055
-	unknown Peptostreptococcaceae [meta_mOTU_v2_7331]	-3.86023283972166	0.660949868073879	0.000968794847282122	0.000202977088858096	-3.67166720383447
-	unknown Clostridiales [meta_mOTU_v2_5849]	-3.87238660269783	0.529023746701847	0.00184710363508859	0.000136541901473124	-3.83404437721701
-	unknown Clostridium [meta_mOTU_v2_7530]	-3.88123481010609	0.548812664907652	0.00134505974996002	0.000162143602171382	-3.7641209038015
-	Roseburia sp. 40_7 [meta_mOTU_v2_6875]	-3.8989074718531	0.571240105540897	0.001052431682633	0.000168884829074236	-3.74743646007396
-	unknown Clostridiales [meta_mOTU_v2_6801]	-3.90288732798606	0.534300791556728	0.00133023761273019	0.000159611064882786	-3.77054643918672
1262914.PRJEB757	Phascolarctobacterium sp. [ref_mOTU_v2_2805]	-3.91407772986164	0.427440633245383	0.00431488228678971	0	-5
-	Clostridium sp. CAG:127 [meta_mOTU_v2_5364]	-3.91407956927791	0.426121372031662	0.00533429508212414	0	-5
272559.PRJNA46	Bacteroides fragilis [ref_mOTU_v2_0287]	-3.92628277836085	0.482849604221636	0.00402899240369221	0	-5
349741.PRJNA20089	Akkermansia muciniphila [ref_mOTU_v2_1301]	-3.92778735275635	0.445910290237467	0.00448920418657875	0	-5
1384484.PRJDB1443	Adlercreutzia equolifaciens [ref_mOTU_v2_3198]	-3.93236797879441	0.600263852242744	0.000901631388908224	0.000174209312055985	-3.73469784917906
-	unknown Clostridiales [meta_mOTU_v2_6852]	-3.94084430342759	0.66622691292876	0.000372274003859523	0.000200050073048542	-3.67767722270387
-	Clostridium sp. CAG:138 [meta_mOTU_v2_7765]	-3.94992232861423	0.461741424802111	0.00304720796038547	0	-5
411470.PRJNA18179	Ruminococcus gnavus [ref_mOTU_v2_0280]	-3.95556772682993	0.517150395778364	0.00333253315090179	0.000108958438525681	-3.92461841262282
-	unknown Faecalibacterium [meta_mOTU_v2_5779]	-3.95851082174969	0.538258575197889	0.00137130494171002	0.000135446454574849	-3.83729708182159
-	uncultured Eubacterium sp. [meta_mOTU_v2_5477]	-3.96249077254475	0.651715039577836	0.000385865497457062	0.000175672666814877	-3.73125241674665
-	unknown Clostridiales [meta_mOTU_v2_7104]	-3.96859589814593	0.5844327176781	0.000464253765689986	0.000242561789507883	-3.59763425462644
-	unknown Clostridiales [meta_mOTU_v2_6808]	-3.97647973769269	0.593667546174143	0.000508956646611907	0.000175668133299956	-3.7312736550353
-	unknown Firmicutes [meta_mOTU_v2_6091]	-3.97777888590935	0.37467018469657	0.00777750019175903	0	-5
428125.PRJNA18923	Clostridium leptum [ref_mOTU_v2_4234]	-4.00919659405784	0.639841688654354	0.000444153888138482	0.000147600323712259	-3.80244562474933
-	unknown Coprococcus [meta_mOTU_v2_5379]	-4.01188121884056	0.377308707124011	0.00469629046898656	0	-5
484018.PRJNA27829	Bacteroides plebeius [ref_mOTU_v2_4343]	-4.0338949352486	0.349604221635884	0.0137451384418849	0	-5
445973.PRJNA19661	Intestinibacter bartlettii [ref_mOTU_v2_4268]	-4.03853891810548	0.575197889182058	0.000610368122964317	0.000131865252456319	-3.84812811461953
-	unknown Clostridium [meta_mOTU_v2_5413]	-4.03900008093488	0.398416886543536	0.00242079560387019	0	-5
1114965.PRJNA76769	Streptococcus parasanguinis [ref_mOTU_v2_0144]	-4.06081954263267	0.597625329815303	0.000567182542688189	0.000138927479855515	-3.82702515954472
-	unknown Clostridiales [meta_mOTU_v2_6819]	-4.07417871252036	0.45910290237467	0.00127645010600331	0	-5
-	unknown Butyricicoccus [meta_mOTU_v2_5800]	-4.08557618911364	0.482849604221636	0.000658146956738347	0	-5
264199.PRJNA13162	Streptococcus thermophilus [ref_mOTU_v2_0219]	-4.08600700156583	0.489445910290237	0.00188005299904156	0	-5
-	unknown Bacteroidales [meta_mOTU_v2_5329]	-4.08638756414653	0.497361477572559	0.000617351958802734	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7527]	-4.08960602498171	0.478891820580475	0.000667861660516697	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7782]	-4.09857455561946	0.531662269129288	0.000417159098422142	0.000126564269661294	-3.86467178682961
-	Ruminococcus sp. CAG:177 [meta_mOTU_v2_6664]	-4.10107124102682	0.377308707124011	0.0033099025187731	0	-5
-	Eubacterium sp. CAG:202 [meta_mOTU_v2_7449]	-4.10519198811355	0.328496042216359	0.0087535073825483	0	-5
-	Oscillibacter sp. 57_20 [meta_mOTU_v2_5351]	-4.10943037624815	0.565963060686016	0.000285887585901363	0.00013712737176292	-3.83230677933117
-	unknown Clostridiales [meta_mOTU_v2_6049]	-4.10996513808368	0.511873350923483	0.00042282375498349	0.000112692926633019	-3.91118725771149
469610.PRJNA41965	Parasutterella excrementihominis [ref_mOTU_v2_1405]	-4.1111132262703	0.486807387862797	0.000978174068341161	0	-5
-	Clostridium sp. CAG:217 [meta_mOTU_v2_7451]	-4.11231268974051	0.368073878627968	0.00257650969072388	0	-5
-	unknown Ruminococcaceae [meta_mOTU_v2_6174]	-4.112899691632	0.408970976253298	0.0012531879567631	0	-5
592028.PRJNA33143	Dialister invisus [ref_mOTU_v2_4598]	-4.13598269007996	0.321899736147757	0.00592126074823823	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7356]	-4.15315845649707	0.378627968337731	0.00158938436504886	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6197]	-4.15808879758571	0.390501319261214	0.00135139098181174	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7157]	-4.16198017060083	0.502638522427441	0.000361141994964987	0.000106316059926819	-3.93440049416957
-	unknown Clostridiales [meta_mOTU_v2_6000]	-4.1673896972127	0.452506596306069	0.000788458169746703	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7317]	-4.17083997097135	0.434036939313984	0.000622235379216005	0	-5
483216.PRJNA27827	Bacteroides eggerthii [ref_mOTU_v2_1410]	-4.17471082972737	0.356200527704486	0.00525588043307423	0	-5
-	unknown Streptococcus [meta_mOTU_v2_5642]	-4.18136978261057	0.529023746701847	0.0003664407674642	0.000115416792957552	-3.90164960549323
-	unknown Clostridiales [meta_mOTU_v2_6807]	-4.18199659932901	0.490765171503958	0.000311565706185415	0	-5
-	Eubacterium sp. CAG:274 [meta_mOTU_v2_7140]	-4.18624569358098	0.381266490765171	0.00143518659562916	0	-5
545696.PRJNA30361	Holdemania filiformis [ref_mOTU_v2_4459]	-4.19201093408131	0.572559366754617	0.000188485040280304	0.000126362354236005	-3.86530552454846
-	unknown Clostridiales [meta_mOTU_v2_6699]	-4.19664789812028	0.441952506596306	0.000456064592297679	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5397]	-4.19959563781835	0.406332453825858	0.000819653147642673	0	-5
411489.PRJNA18211	Clostridium sp. L2-50 [ref_mOTU_v2_4212]	-4.20477911733372	0.320580474934037	0.00297264871045247	0	-5
862965.PRJNA50411	Haemophilus parainfluenzae [ref_mOTU_v2_0358]	-4.21379794308977	0.45778364116095	0.000591414574732092	0	-5
762968.PRJNA48501	Paraprevotella clara [ref_mOTU_v2_4942]	-4.21604175293449	0.315303430079156	0.00225858697188871	0	-5
742725.PRJNA46373	Alistipes indistinctus [ref_mOTU_v2_4879]	-4.21887250416437	0.485488126649077	0.000368800679481314	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7018]	-4.22100303301254	0.481530343007916	0.000502669997292892	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7455]	-4.22737300199124	0.484168865435356	0.000372987678108664	0	-5
471870.PRJNA20523	Bacteroides intestinalis [ref_mOTU_v2_4321]	-4.22876907857277	0.362796833773087	0.00249972973167032	0	-5
-	Eubacterium sp. CAG:156 [meta_mOTU_v2_7325]	-4.22953162570651	0.424802110817942	0.00060278484881772	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5741]	-4.23128215346457	0.37335092348285	0.0012001007122236	0	-5
1349822.PRJNA209420	Porphyromonadaceae sp. [ref_mOTU_v2_1091]	-4.23370997529518	0.4155672823219	0.000772251406604519	0	-5
518637.PRJNA29269	Holdemanella biformis [ref_mOTU_v2_4395]	-4.23428521019508	0.320580474934037	0.00197698025251392	0	-5
547043.PRJNA30373	Bifidobacterium pseudocatenulatum [ref_mOTU_v2_0632]	-4.23557443728903	0.354881266490765	0.00248286778479381	0	-5
1211813.PRJEB379	cand. Alistipes marseilloanorexicus [ref_mOTU_v2_2553]	-4.23706815729577	0.436675461741425	0.000419552582581324	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7546]	-4.23996065539568	0.390501319261214	0.000590700055460202	0	-5
1232450.PRJDB529	Clostridium boltae/clostridioforme [ref_mOTU_v2_0886]	-4.2414218672777	0.463060686015831	0.000504884885347338	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5339]	-4.24938942982119	0.412928759894459	0.000482680690433399	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6407]	-4.25241321369299	0.287598944591029	0.00272310524019343	0	-5
479437.PRJNA21093	Eggerthella lenta [ref_mOTU_v2_0642]	-4.25442955329185	0.468337730870712	0.000491248437360466	0	-5
-	unknown Ruminococcaceae [meta_mOTU_v2_5330]	-4.26883223837815	0.383905013192612	0.0013984566524885	0	-5
-	Holdemanella biformis [meta_mOTU_v2_7589]	-4.2688758545205	0.307387862796834	0.00224903562540302	0	-5
-	unknown Faecalibacterium [meta_mOTU_v2_7143]	-4.27185071276745	0.365435356200528	0.00153569172591548	0	-5
479436.PRJNA21091	Veillonella parvula [ref_mOTU_v2_1042]	-4.27266071954244	0.448548812664908	0.000663115548096206	0	-5
1203554.PRJNA169488	Sutterella wadsworthensis [ref_mOTU_v2_0767]	-4.27401379625719	0.331134564643799	0.00130028367245821	0	-5
420247.PRJNA18653	Methanobrevibacter smithii [ref_mOTU_v2_1384]	-4.27444884902072	0.315303430079156	0.00246279164739587	0	-5
-	unknown Eggerthella [meta_mOTU_v2_7082]	-4.27874014197834	0.349604221635884	0.00098364656028074	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5735]	-4.28163011736062	0.488126649076517	0.000176838752559963	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7076]	-4.28979887226072	0.399736147757256	0.000782958641231577	0	-5
-	unknown Clostridium [meta_mOTU_v2_6117]	-4.29030109445841	0.303430079155673	0.0017596651998782	0	-5
-	unknown Firmicutes [meta_mOTU_v2_7175]	-4.29401811813235	0.288918205804749	0.00294414482377002	0	-5
-	unknown Ruminococcaceae [meta_mOTU_v2_6850]	-4.2956339303884	0.382585751978892	0.000994283238037137	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5745]	-4.30333317108322	0.353562005277045	0.000699750299537888	0	-5
483215.PRJNA27823	Bacteroides finegoldii [ref_mOTU_v2_1409]	-4.30991042355204	0.312664907651715	0.0018238168908298	0	-5
-	unknown Clostridiales [meta_mOTU_v2_5517]	-4.3143026647929	0.45910290237467	0.000169310949080874	0	-5
-	unknown Oscillibacter [meta_mOTU_v2_5944]	-4.32030367195439	0.346965699208443	0.00134872485724892	0	-5
-	unknown Firmicutes [meta_mOTU_v2_7361]	-4.3204160627341	0.321899736147757	0.00129608944427182	0	-5
-	Clostridium sp. CAG:302 [meta_mOTU_v2_7183]	-4.3417654614478	0.281002638522427	0.00175446169372708	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6700]	-4.34199635493285	0.393139841688654	0.000322565196188546	0	-5
-	unknown Clostridiales [meta_mOTU_v2_6525]	-4.34894745377607	0.412928759894459	0.000299364530249283	0	-5
-	unknown Clostridiales [meta_mOTU_v2_7306]	-4.35114005028625	0.437994722955145	0.000182777839336779	0	-5
-	unknown Firmicutes [meta_mOTU_v2_5525]	-4.3615546055486	0.343007915567282	0.000682170974133687	0	-5
-	Roseburia sp. CAG:309 [meta_mOTU_v2_6793]	-4.36185220852469	0.308707124010554	0.000696296049081095	0	-5
